,0,1,2,3,4,5
0,Timestamp,Offset,Ch1 reading,Ch2 reading,AFG frequency,AFG amplitude
432,3713257971.72,1.2,1.196,2.498,1029.8,0.02
433,3713257974.23,1.2,1.196,2.497,1029.8,0.02
434,3713257976.75,1.2,1.196,2.498,1029.8,0.02
435,3713257979.26,1.2,1.196,2.497,1029.8,0.02
436,3713257981.77,1.2,1.196,2.497,1029.8,0.02
437,3713257984.27,1.2,1.196,2.498,1029.8,0.02
438,3713257986.78,1.2,1.196,2.497,1029.8,0.02
439,3713257989.29,1.2,1.196,2.498,1029.8,0.02
440,3713257991.81,1.2,1.196,2.498,1029.8,0.02
441,3713257994.31,1.2,1.196,2.497,1029.8,0.02
442,3713257996.83,1.2,1.196,2.497,1029.8,0.02
443,3713257999.34,1.2,1.196,2.497,1029.8,0.02
444,3713258001.85,1.2,1.196,2.497,1029.8,0.02
445,3713258004.36,1.2,1.196,2.497,1029.8,0.02
446,3713258006.88,1.2,1.196,2.497,1029.8,0.02
447,3713258009.41,1.2,1.196,2.497,1029.8,0.02
448,3713258011.92,1.2,1.196,2.497,1029.8,0.02
449,3713258014.43,1.2,1.196,2.498,1029.8,0.02
450,3713258016.93,1.2,1.196,2.497,1029.8,0.02
451,3713258019.45,1.2,1.196,2.497,1029.8,0.02
452,3713258021.95,1.2,1.196,2.497,1029.8,0.02
453,3713258024.46,1.2,1.196,2.497,1029.8,0.02
454,3713258026.98,1.2,1.196,2.498,1029.8,0.02
455,3713258029.49,1.2,1.196,2.498,1029.8,0.02
456,3713258031.99,1.2,1.196,2.498,1029.8,0.02
457,3713258034.51,1.2,1.196,2.498,1029.8,0.02
458,3713258037.01,1.2,1.196,2.498,1029.8,0.02
459,3713258039.53,1.2,1.196,2.498,1029.8,0.02
460,3713258042.04,1.2,1.196,2.497,1029.8,0.02
461,3713258044.55,1.2,1.196,2.497,1029.8,0.02
