,0,1,2,3,4,5
0,Timestamp,Offset,Ch1 reading,Ch2 reading,AFG frequency,AFG amplitude
343,3713770591.22,1.95,1.189,2.05,DC,DC
344,3713770593.73,1.95,1.189,2.05,DC,DC
345,3713770596.24,1.95,1.189,2.05,DC,DC
346,3713770598.75,1.95,1.189,2.049,DC,DC
347,3713770601.25,1.95,1.189,2.049,DC,DC
348,3713770603.76,1.95,1.189,2.05,DC,DC
349,3713770606.28,1.95,1.189,2.049,DC,DC
350,3713770608.79,1.95,1.189,2.05,DC,DC
351,3713770611.3,1.95,1.189,2.05,DC,DC
352,3713770613.81,1.95,1.189,2.05,DC,DC
353,3713770616.32,1.95,1.189,2.05,DC,DC
354,3713770618.83,1.95,1.189,2.05,DC,DC
355,3713770621.34,1.95,1.189,2.05,DC,DC
356,3713770623.87,1.95,1.189,2.05,DC,DC
357,3713770626.38,1.95,1.189,2.05,DC,DC
358,3713770628.9,1.95,1.189,2.05,DC,DC
359,3713770631.4,1.95,1.189,2.049,DC,DC
360,3713770633.92,1.95,1.189,2.05,DC,DC
361,3713770636.43,1.95,1.189,2.05,DC,DC
362,3713770638.94,1.95,1.189,2.05,DC,DC
363,3713770641.45,1.95,1.189,2.05,DC,DC
364,3713770643.96,1.95,1.188,2.05,DC,DC
365,3713770646.47,1.95,1.189,2.05,DC,DC
366,3713770648.99,1.95,1.189,2.05,DC,DC
367,3713770651.5,1.95,1.189,2.05,DC,DC
368,3713770654.01,1.95,1.189,2.05,DC,DC
369,3713770656.53,1.95,1.189,2.05,DC,DC
370,3713770659.04,1.95,1.189,2.05,DC,DC
371,3713770661.56,1.95,1.189,2.05,DC,DC
372,3713770664.07,1.95,1.189,2.05,DC,DC
373,3713770666.58,1.95,1.189,2.05,DC,DC
374,3713770669.09,1.95,1.189,2.05,DC,DC
375,3713770671.62,1.95,1.189,2.05,DC,DC
376,3713770674.14,1.95,1.189,2.05,DC,DC
377,3713770676.65,1.95,1.189,2.05,DC,DC
378,3713770679.16,1.95,1.189,2.05,DC,DC
379,3713770681.67,1.95,1.189,2.05,DC,DC
380,3713770684.19,1.95,1.189,2.05,DC,DC
381,3713770686.72,1.95,1.189,2.049,DC,DC
382,3713770689.22,1.95,1.189,2.05,DC,DC
383,3713770691.73,1.95,1.189,2.049,DC,DC
384,3713770694.24,1.95,1.189,2.05,DC,DC
385,3713770731.13,1.95,1.189,2.055,DC,DC
386,3713770733.64,1.95,1.189,2.055,DC,DC
387,3713770736.15,1.95,1.189,2.055,DC,DC
388,3713770738.66,1.95,1.189,2.055,DC,DC
389,3713770741.18,1.95,1.189,2.055,DC,DC
390,3713770743.69,1.95,1.189,2.055,DC,DC
391,3713770746.21,1.95,1.189,2.055,DC,DC
392,3713770748.73,1.95,1.189,2.055,DC,DC
393,3713770751.25,1.95,1.189,2.055,DC,DC
394,3713770753.77,1.95,1.189,2.055,DC,DC
395,3713770756.28,1.95,1.189,2.055,DC,DC
396,3713770758.78,1.95,1.189,2.055,DC,DC
397,3713770761.29,1.95,1.189,2.055,DC,DC
398,3713770763.81,1.95,1.189,2.055,DC,DC
399,3713770766.33,1.95,1.189,2.055,DC,DC
400,3713770768.84,1.95,1.189,2.055,DC,DC
401,3713770771.35,1.95,1.189,2.055,DC,DC
402,3713770773.86,1.95,1.189,2.055,DC,DC
403,3713770776.37,1.95,1.189,2.055,DC,DC
404,3713770778.89,1.95,1.189,2.055,DC,DC
405,3713770781.42,1.95,1.189,2.055,DC,DC
406,3713770783.93,1.95,1.189,2.055,DC,DC
407,3713770786.44,1.95,1.189,2.055,DC,DC
408,3713770788.96,1.95,1.189,2.055,DC,DC
409,3713770791.47,1.95,1.189,2.055,DC,DC
410,3713770793.98,1.95,1.189,2.055,DC,DC
